Year,County,Hospital,OSHPDID,system,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
2021,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,AAA Repair Endo Unrupture,,,,,38.34743,-120.772
2021,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Hip Fracture,0,54,0,As Expected,38.34743,-120.772
2021,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,AMI,0,3,0,As Expected,38.34743,-120.772
2021,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Pneumonia,3,124,3.6,As Expected,38.34743,-120.772
2021,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Acute Stroke Ischemic,1,53,3.9,As Expected,38.34743,-120.772
2021,Amador,Sutter Amador Hospital,106034002,Sutter Health,PSI,Postoperative Sepsis,0,79,0,As Expected,38.34743,-120.772
2021,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Acute Stroke Hemorrhagic,,,,,38.34743,-120.772
2021,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Acute Stroke Subarachnoid,,,,,38.34743,-120.772
2021,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,GI Hemorrhage,1,37,3,As Expected,38.34743,-120.772
2021,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Carotid Endarterectomy,,,,,38.34743,-120.772
2021,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Heart Failure,2,85,3,As Expected,38.34743,-120.772
2021,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Acute Stroke,1,55,5.4,As Expected,38.34743,-120.772
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Carotid Endarterectomy,,,,,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Heart Failure,0,17,0,As Expected,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Pancreatic Resection,,,,,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,PCI,,,,,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,GI Hemorrhage,,,,,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Hip Fracture,,,,,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,AMI,,,,,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Acute Stroke,0,3,0,As Expected,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Pneumonia,0,18,0,As Expected,39.36701,-121.689
2021,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Acute Stroke Ischemic,0,3,0,As Expected,39.36701,-121.689
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,Pancreatic Resection,,,,,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,Acute Stroke Hemorrhagic,1,6,15.7,As Expected,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,PCI,,,,,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,GI Hemorrhage,4,193,2.1,As Expected,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,Acute Stroke Ischemic,5,125,6.1,As Expected,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,Hip Fracture,5,62,5.1,As Expected,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,Acute Stroke,6,131,9.7,As Expected,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,Pneumonia,37,812,7,As Expected,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,Carotid Endarterectomy,0,10,0,As Expected,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,AMI,3,50,5.9,As Expected,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,PSI,Postoperative Sepsis,11,407,1.17,Worse,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,39.50485,-121.542
2021,Butte,Oroville Hospital,106040937,Independent/Other,IMI,Heart Failure,1,467,0.3,Better,39.50485,-121.542
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,PSI,Postoperative Sepsis,2,1287,0.26,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,Pneumonia,46,662,7.7,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,CABG,Isolated CABG Operative Mor,,124,,As Expected,39.74,-121.85
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,Acute Stroke Ischemic,20,307,6.4,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,PCI,7,260,3.9,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,AAA Repair Endo Unrupture,0,8,0,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,Heart Failure,34,980,3.3,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,Pancreatic Resection,0,10,0,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,GI Hemorrhage,17,447,2.7,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,Acute Stroke Subarachnoid,1,4,26.6,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,Carotid Endarterectomy,0,41,0,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,Hip Fracture,3,191,1.3,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,Acute Stroke,36,366,10.2,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,AMI,28,367,7.1,As Expected,39.74226,-121.849
2021,Butte,Enloe Medical Center– Esplanade,106040962,Independent/Other,IMI,Acute Stroke Hemorrhagic,15,55,21,As Expected,39.74226,-121.849
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,PCI,,,,,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,Hip Fracture,0,18,0,As Expected,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,Heart Failure,1,48,2.8,As Expected,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,Acute Stroke,1,24,10.5,As Expected,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,AAA Repair Open Unrupture,,,,,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,Carotid Endarterectomy,,,,,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,Acute Stroke Subarachnoid,,,,,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,PSI,Postoperative Sepsis,0,32,0,As Expected,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,AMI,,,,,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,GI Hemorrhage,0,6,0,As Expected,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,Pancreatic Resection,,,,,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,Acute Stroke Hemorrhagic,,,,,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,AAA Repair Endo Unrupture,,,,,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,Acute Stroke Ischemic,0,21,0,As Expected,38.19057,-120.67
2021,Calaveras,Mark Twain Medical Center,106050932,Dignity Health,IMI,Pneumonia,4,44,9.6,As Expected,38.19057,-120.67
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,Carotid Endarterectomy,,,,,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,Pancreatic Resection,,,,,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,Acute Stroke Ischemic,,,,,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,AAA Repair Endo Unrupture,,,,,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,Hip Fracture,,,,,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,Acute Stroke,,,,,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,Pneumonia,5,37,13,As Expected,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,Acute Stroke Subarachnoid,,,,,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,Acute Stroke Hemorrhagic,,,,,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,PCI,,,,,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,GI Hemorrhage,1,3,16.3,As Expected,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,AAA Repair Open Unrupture,,,,,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,AMI,,,,,39.20731,-122
2021,Colusa,Colusa Medical Center,106060870,Adventist Health Systems,IMI,Heart Failure,0,38,0,As Expected,39.20731,-122
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Acute Stroke Hemorrhagic,1,3,52.7,As Expected,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Acute Stroke Ischemic,0,63,0,As Expected,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,GI Hemorrhage,0,58,0,As Expected,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,PCI,,,,,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,AMI,0,4,0,As Expected,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Carotid Endarterectomy,,,,,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Pancreatic Resection,,,,,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Pneumonia,5,78,16.1,As Expected,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Heart Failure,2,344,1.6,As Expected,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Hip Fracture,0,12,0,As Expected,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,PSI,Postoperative Sepsis,0,156,0,As Expected,38.00646,-122.131
2021,Contra Costa,Contra Costa Regional Medical Center,106070924,Independent/Other,IMI,Acute Stroke,1,67,4.1,As Expected,38.00646,-122.131
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Pneumonia,11,180,8.2,As Expected,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,AAA Repair Open Unrupture,,,,,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,Elective PCI,Elective PCI Mortality,0,51,0,As Expected,37.98222,-121.8054
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Heart Failure,14,555,3.8,As Expected,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Acute Stroke Ischemic,1,63,2,As Expected,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,AMI,8,194,4.7,As Expected,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Acute Stroke,2,64,6.5,As Expected,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,AAA Repair Endo Unrupture,,,,,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Acute Stroke Hemorrhagic,,,,,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Acute Stroke Subarachnoid,,,,,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,Elective PCI,Elective PCI Emergency CABG,0,51,,As Expected,37.98222,-121.8054
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,PCI,9,226,4.4,As Expected,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Hip Fracture,0,66,0,As Expected,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Pancreatic Resection,,,,,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,PSI,Postoperative Sepsis,0,62,0,As Expected,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,GI Hemorrhage,2,165,1.9,As Expected,37.98222,-121.805
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,Elective PCI,Elective PCI Stroke,0,51,0,As Expected,37.98222,-121.8054
2021,Contra Costa,Sutter Delta Medical Center,106070934,Sutter Health,IMI,Carotid Endarterectomy,,,,,37.98222,-121.805
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,AMI,12,102,7.6,As Expected,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,PCI,0,60,0,As Expected,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Acute Stroke Hemorrhagic,56,165,24.8,Worse,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Carotid Endarterectomy,,,,,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,AAA Repair Endo Unrupture,0,3,0,As Expected,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,PSI,Postoperative Sepsis,6,1964,0.4,As Expected,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Acute Stroke Subarachnoid,17,44,25.1,As Expected,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Hip Fracture,3,251,1,As Expected,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Pneumonia,53,470,8.8,As Expected,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Acute Stroke,116,599,10.8,Worse,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Heart Failure,20,492,3.2,As Expected,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,GI Hemorrhage,15,339,4.6,As Expected,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Pancreatic Resection,0,8,0,As Expected,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,AAA Repair Open Unrupture,,,,,37.91304,-122.04
2021,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,John Muir Health,IMI,Acute Stroke Ischemic,43,390,6.6,Worse,37.91304,-122.04
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,AMI,12,303,5,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Pneumonia,27,382,8.6,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,8,259,2.6,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,,,,,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,AAA Repair Endo Unrupture,0,17,0,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Hip Fracture,6,248,1.9,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,6,196,3.6,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,Elective PCI,Elective PCI Stroke,0,131,0,As Expected,37.8923,-122.05828
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,Elective PCI,Elective PCI Emergency CABG,0,131,,As Expected,37.8923,-122.05828
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0,27,0,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,9,46,22,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,AAA Repair Open Unrupture,0,3,0,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,PSI,Postoperative Sepsis,1,371,0.12,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Heart Failure,11,440,1.9,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,0,3,0,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,Acute Stroke,15,245,7.7,As Expected,37.8923,-122.058
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,Elective PCI,Elective PCI Mortality,0,131,0,As Expected,37.8923,-122.05828
2021,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Kaiser Foundation Hospitals,IMI,PCI,4,206,4.6,As Expected,37.8923,-122.058
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Acute Stroke,12,170,13.3,As Expected,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,AAA Repair Open Unrupture,1,3,28.3,As Expected,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,AAA Repair Endo Unrupture,0,31,0,As Expected,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,GI Hemorrhage,9,306,4.4,As Expected,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Hip Fracture,4,113,2.5,As Expected,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Pneumonia,29,356,8.3,As Expected,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Pancreatic Resection,,,,,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Acute Stroke Hemorrhagic,4,7,34.2,As Expected,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,PCI,10,256,3.7,As Expected,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Acute Stroke Ischemic,7,162,7,As Expected,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,AMI,26,380,6.3,As Expected,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Carotid Endarterectomy,0,62,0,As Expected,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Heart Failure,21,706,3,As Expected,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,CABG,Isolated CABG Operative Mor,,203,,As Expected,37.99,-122.04
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,PSI,Postoperative Sepsis,17,1441,0.99,Worse,37.98615,-122.038
2021,Contra Costa,John Muir Medical Center – Concord Campus,106071018,John Muir Health,IMI,Acute Stroke Subarachnoid,,,,,37.98615,-122.038
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Acute Stroke Ischemic,1,86,1.9,As Expected,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,GI Hemorrhage,1,116,1.4,As Expected,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Acute Stroke,3,91,5.2,As Expected,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Acute Stroke Hemorrhagic,2,5,16.7,As Expected,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Acute Stroke Subarachnoid,,,,,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Heart Failure,5,194,2.1,As Expected,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,AAA Repair Open Unrupture,,,,,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,AMI,11,87,13,Worse,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Pneumonia,11,154,7.1,As Expected,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,CABG,Isolated CABG Operative Mor,,24,,As Expected,37.78,-121.96
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,PCI,5,55,7.6,As Expected,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Pancreatic Resection,,,,,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Carotid Endarterectomy,0,3,0,As Expected,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,Hip Fracture,0,34,0,As Expected,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,PSI,Postoperative Sepsis,0,424,0,As Expected,37.77549,-121.958
2021,Contra Costa,San Ramon Regional Medical Center,106074017,Tenet Healthcare Corporation,IMI,AAA Repair Endo Unrupture,,,,,37.77549,-121.958
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,,,,,37.95197,-121.776
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,AAA Repair Endo Unrupture,,,,,37.95197,-121.776
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,7,35,30.1,As Expected,37.95197,-121.776
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,5,170,3.2,As Expected,37.95197,-121.776
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Pneumonia,8,227,5.4,As Expected,37.95197,-121.776
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,,,,,37.95197,-121.776
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Acute Stroke,11,203,9.1,As Expected,37.95197,-121.776
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Heart Failure,14,444,3.9,As Expected,37.95197,-121.776
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,PSI,Postoperative Sepsis,3,321,0.58,As Expected,37.95197,-121.776
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,3,165,3.1,As Expected,37.95197,-121.776
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,AAA Repair Open Unrupture,,,,,37.95197,-121.776
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,1,3,23,As Expected,37.95197,-121.776
2021,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Kaiser Foundation Hospitals,IMI,AMI,4,54,5.9,As Expected,37.95197,-121.776
